nitrogen,phosphorus,potassium,rainfall,temperature,soil,season,irrigation,label
12,77,27,289,31,sandy,rabi,no,cotton
47,19,88,276,17,sandy,kharif,no,cotton
84,82,16,141,20,sandy,kharif,yes,wheat
58,67,93,75,16,loamy,zaid,yes,sugarcane
84,12,25,244,35,loamy,kharif,yes,sugarcane
26,11,25,260,17,sandy,kharif,no,rice
11,79,60,258,19,loamy,kharif,yes,rice
79,20,64,202,18,sandy,zaid,no,sugarcane
91,62,35,260,37,loamy,kharif,yes,maize
40,35,76,191,23,clay,kharif,no,cotton
45,16,71,285,38,clay,kharif,no,rice
91,47,51,183,18,clay,kharif,no,cotton
92,24,56,258,28,loamy,kharif,no,cotton
87,10,44,185,26,sandy,zaid,no,rice
12,56,15,151,39,sandy,kharif,yes,sugarcane
96,96,27,85,26,clay,kharif,yes,maize
24,49,55,284,16,sandy,kharif,no,sugarcane
40,11,44,86,40,loamy,zaid,no,rice
73,81,78,297,24,loamy,zaid,yes,cotton
31,33,90,198,34,loamy,rabi,no,cotton
18,27,30,222,23,clay,kharif,yes,cotton
43,44,51,153,37,clay,zaid,yes,rice
36,29,30,176,31,sandy,zaid,yes,rice
68,48,34,55,16,clay,zaid,no,maize
73,61,21,128,29,sandy,rabi,yes,sugarcane
65,27,86,245,21,sandy,zaid,yes,maize
11,20,44,213,21,loamy,rabi,no,wheat
11,65,55,155,18,sandy,kharif,no,sugarcane
54,87,82,254,30,sandy,rabi,yes,sugarcane
58,52,61,168,26,sandy,rabi,no,wheat
100,54,46,111,25,loamy,zaid,yes,sugarcane
37,34,16,107,20,sandy,kharif,yes,cotton
70,73,65,170,20,loamy,zaid,yes,wheat
80,85,86,104,31,clay,zaid,yes,cotton
54,53,12,166,30,loamy,rabi,yes,sugarcane
44,51,88,159,38,loamy,rabi,yes,sugarcane
54,64,49,294,28,clay,zaid,no,maize
23,29,61,271,35,clay,rabi,yes,cotton
29,74,96,76,38,sandy,kharif,yes,cotton
32,30,68,66,28,loamy,rabi,yes,cotton
32,44,83,196,17,loamy,zaid,no,rice
74,61,66,222,33,clay,rabi,no,cotton
62,100,39,225,25,sandy,rabi,no,cotton
62,70,76,72,22,clay,kharif,no,rice
69,42,96,241,21,loamy,zaid,yes,cotton
48,24,16,177,22,clay,kharif,no,wheat
48,60,79,237,20,clay,rabi,no,maize
83,22,23,181,40,clay,zaid,yes,maize
71,38,23,72,27,loamy,kharif,yes,maize
54,26,82,166,15,clay,zaid,no,maize
45,13,34,280,39,clay,kharif,yes,maize
40,70,45,283,19,loamy,kharif,yes,rice
66,44,23,71,17,sandy,rabi,yes,cotton
31,78,73,79,22,loamy,kharif,yes,cotton
74,31,39,281,38,clay,rabi,no,cotton
56,23,51,206,28,clay,rabi,no,rice
81,79,38,174,21,loamy,zaid,no,cotton
94,30,97,123,36,sandy,rabi,yes,wheat
10,17,57,207,24,sandy,zaid,no,rice
41,51,57,57,18,loamy,kharif,yes,maize
11,32,91,65,16,sandy,zaid,yes,sugarcane
91,30,33,116,28,sandy,rabi,no,maize
97,96,25,55,16,clay,zaid,no,wheat
24,50,30,159,40,clay,rabi,yes,rice
74,61,39,165,30,clay,rabi,yes,wheat
31,31,26,116,36,sandy,rabi,yes,cotton
19,41,62,266,18,clay,kharif,yes,sugarcane
99,12,64,72,36,loamy,kharif,no,wheat
56,36,34,189,30,loamy,kharif,yes,maize
61,61,82,239,15,clay,kharif,yes,maize
38,38,92,216,27,sandy,zaid,no,cotton
78,28,86,57,28,loamy,rabi,yes,rice
37,61,12,64,33,sandy,zaid,yes,rice
30,91,22,217,32,loamy,kharif,no,rice
58,63,17,168,17,loamy,zaid,yes,wheat
69,86,18,270,31,loamy,zaid,no,wheat
37,25,46,255,23,sandy,kharif,yes,maize
41,94,48,212,32,loamy,kharif,no,rice
61,14,12,132,21,sandy,zaid,yes,rice
15,47,91,163,40,clay,zaid,no,maize
96,30,24,184,19,sandy,kharif,no,sugarcane
64,81,37,122,28,clay,kharif,yes,rice
23,99,64,172,16,sandy,kharif,yes,cotton
90,11,18,205,16,loamy,zaid,no,sugarcane
28,54,57,227,16,loamy,zaid,yes,cotton
94,69,22,194,26,loamy,kharif,no,rice
67,74,85,193,22,loamy,rabi,yes,maize
57,12,50,74,18,sandy,kharif,no,maize
95,15,95,133,15,loamy,kharif,no,wheat
85,57,35,95,36,sandy,rabi,yes,rice
100,45,96,264,32,loamy,kharif,yes,wheat
52,30,65,270,29,clay,kharif,no,sugarcane
72,56,95,57,38,sandy,zaid,yes,rice
77,52,95,73,37,sandy,rabi,yes,maize
91,80,48,185,15,loamy,rabi,no,cotton
87,50,61,131,22,loamy,zaid,no,wheat
45,16,39,157,25,loamy,rabi,yes,wheat
99,49,42,269,31,sandy,rabi,yes,rice
97,95,63,197,34,sandy,kharif,no,rice
91,14,21,157,18,loamy,kharif,no,maize
63,25,11,269,32,loamy,zaid,yes,maize
31,76,54,144,38,loamy,zaid,no,sugarcane
44,83,48,250,26,sandy,rabi,no,wheat
78,42,86,288,35,sandy,zaid,yes,maize
68,11,39,112,27,clay,rabi,no,wheat
76,90,92,53,21,sandy,kharif,no,wheat
76,29,75,285,31,loamy,kharif,yes,cotton
33,51,75,253,29,clay,rabi,no,sugarcane
12,47,70,65,16,loamy,rabi,yes,maize
43,40,15,254,38,sandy,zaid,no,rice
29,10,93,252,38,clay,kharif,no,wheat
39,45,91,218,24,clay,rabi,yes,cotton
66,38,67,177,37,sandy,zaid,no,cotton
54,62,62,300,23,clay,kharif,yes,rice
16,95,31,157,39,loamy,kharif,yes,cotton
62,91,94,176,40,sandy,kharif,yes,cotton
77,49,71,157,23,clay,rabi,yes,maize
20,61,29,154,33,clay,kharif,yes,maize
81,43,41,190,29,loamy,rabi,yes,maize
59,81,65,137,37,sandy,rabi,no,cotton
80,91,50,176,26,clay,zaid,yes,sugarcane
43,76,74,148,31,sandy,zaid,yes,wheat
45,46,95,196,39,clay,kharif,no,rice
84,99,42,208,20,clay,rabi,yes,wheat
46,59,15,241,20,sandy,kharif,no,wheat
17,74,77,93,34,sandy,zaid,no,cotton
91,94,52,269,33,loamy,rabi,no,cotton
24,15,73,101,21,sandy,rabi,yes,sugarcane
56,37,14,134,37,sandy,zaid,yes,wheat
42,100,32,223,23,clay,zaid,yes,cotton
99,33,39,178,30,clay,rabi,yes,rice
49,54,60,246,38,loamy,zaid,no,wheat
80,37,36,260,35,clay,zaid,no,rice
40,46,14,127,16,sandy,kharif,yes,wheat
65,23,72,137,19,sandy,kharif,no,cotton
27,85,16,55,34,sandy,zaid,yes,rice
78,70,24,153,34,sandy,zaid,yes,sugarcane
85,65,16,161,39,clay,kharif,yes,cotton
89,86,39,139,23,sandy,kharif,yes,wheat
99,36,80,237,18,clay,rabi,yes,maize
62,56,15,227,36,clay,rabi,yes,sugarcane
19,91,68,76,24,clay,zaid,no,cotton
57,53,81,113,34,sandy,rabi,yes,maize
46,98,31,168,40,clay,kharif,no,cotton
33,57,76,239,29,sandy,zaid,no,rice
78,39,76,158,29,loamy,zaid,yes,sugarcane
43,54,81,273,21,loamy,rabi,yes,wheat
20,26,65,143,15,loamy,kharif,no,wheat
85,15,72,93,21,clay,zaid,yes,maize
71,53,76,172,39,loamy,kharif,no,rice
35,98,40,254,27,sandy,kharif,yes,rice
84,80,95,154,37,loamy,zaid,no,maize
21,38,35,89,28,loamy,zaid,yes,wheat
88,75,65,175,39,loamy,kharif,yes,maize
75,30,54,52,19,sandy,kharif,yes,sugarcane
62,22,20,124,22,clay,zaid,no,sugarcane
43,30,24,162,19,sandy,zaid,no,maize
22,79,54,137,18,sandy,rabi,no,wheat
42,57,53,267,27,clay,rabi,yes,cotton
57,67,44,124,37,loamy,zaid,yes,rice
36,31,45,201,40,clay,kharif,yes,maize
18,58,54,295,22,sandy,rabi,no,maize
12,21,36,180,16,sandy,zaid,no,cotton
81,29,35,296,29,loamy,kharif,yes,maize
52,66,34,125,25,loamy,zaid,yes,cotton
23,39,54,212,31,clay,kharif,no,maize
49,82,37,189,32,loamy,rabi,yes,wheat
34,12,60,197,18,sandy,rabi,no,cotton
22,62,62,161,22,clay,rabi,no,sugarcane
67,95,90,287,19,loamy,kharif,no,rice
96,100,94,82,32,clay,rabi,no,cotton
17,75,44,186,19,loamy,rabi,yes,sugarcane
13,55,43,287,19,sandy,zaid,yes,wheat
75,62,42,182,16,sandy,kharif,yes,maize
50,56,13,139,22,sandy,kharif,no,cotton
11,76,44,237,28,loamy,kharif,yes,rice
10,23,56,101,36,sandy,zaid,yes,maize
85,14,76,231,17,clay,zaid,no,wheat
96,64,38,256,23,sandy,rabi,no,rice
76,88,43,158,31,loamy,rabi,no,rice
30,57,96,111,20,loamy,kharif,no,maize
36,15,99,53,33,loamy,kharif,yes,sugarcane
52,41,16,232,26,sandy,kharif,yes,cotton
18,87,76,215,31,loamy,rabi,yes,maize
77,36,54,110,16,sandy,zaid,yes,cotton
83,78,69,66,24,sandy,zaid,yes,cotton
69,18,16,205,17,clay,rabi,no,sugarcane
99,77,50,286,34,clay,rabi,yes,cotton
39,79,57,226,15,loamy,rabi,no,wheat
28,98,75,260,26,clay,zaid,no,maize
44,93,11,227,22,sandy,kharif,no,maize
19,81,49,233,26,sandy,kharif,no,cotton
66,73,58,71,35,clay,kharif,yes,maize
73,57,44,261,22,loamy,rabi,yes,sugarcane
48,64,11,261,35,clay,rabi,yes,rice
44,10,94,279,29,loamy,kharif,yes,rice
14,74,99,279,22,sandy,zaid,no,maize
15,62,93,299,17,loamy,kharif,yes,maize
11,67,66,67,37,clay,zaid,yes,maize
90,76,29,189,28,clay,rabi,no,cotton
11,60,64,161,16,clay,rabi,yes,sugarcane
81,62,86,267,28,clay,zaid,no,sugarcane
78,60,61,275,32,sandy,zaid,no,sugarcane
76,10,20,184,20,loamy,rabi,yes,cotton
41,27,74,280,35,clay,zaid,no,cotton
50,68,50,274,32,loamy,zaid,no,maize
39,72,10,200,24,clay,rabi,no,cotton
38,11,96,156,39,clay,zaid,yes,rice
80,53,67,84,40,sandy,zaid,no,cotton
61,87,30,195,17,sandy,kharif,yes,sugarcane
29,66,46,274,30,sandy,kharif,no,maize
41,20,24,64,25,loamy,rabi,yes,cotton
86,28,59,74,23,sandy,zaid,yes,sugarcane
100,63,27,53,22,clay,zaid,yes,sugarcane
61,70,29,145,18,sandy,rabi,yes,cotton
53,45,10,253,30,sandy,rabi,no,sugarcane
76,19,55,275,35,loamy,zaid,yes,wheat
52,22,43,135,30,loamy,rabi,no,rice
66,15,46,168,15,clay,rabi,no,maize
84,15,64,242,29,clay,zaid,yes,sugarcane
69,32,82,177,40,loamy,zaid,yes,maize
41,36,27,110,39,sandy,kharif,no,wheat
47,62,80,124,39,sandy,zaid,yes,wheat
66,67,83,220,39,loamy,kharif,no,sugarcane
72,69,33,162,18,sandy,rabi,yes,wheat
48,24,42,217,37,sandy,kharif,yes,sugarcane
89,70,65,288,39,sandy,rabi,no,maize
62,50,28,154,15,clay,rabi,no,maize
84,39,52,132,34,sandy,kharif,yes,rice
15,29,30,299,36,loamy,rabi,yes,cotton
18,44,51,187,22,loamy,zaid,no,cotton
75,17,57,101,16,clay,rabi,yes,cotton
93,69,80,156,28,clay,kharif,no,wheat
35,99,27,214,20,sandy,rabi,no,maize
56,73,94,254,18,loamy,zaid,yes,wheat
33,42,84,228,22,loamy,rabi,yes,wheat
42,67,12,157,37,loamy,rabi,no,wheat
12,53,11,185,22,clay,kharif,yes,maize
35,31,71,199,26,clay,rabi,no,sugarcane
100,79,96,163,38,loamy,zaid,no,rice
33,43,74,233,31,sandy,zaid,yes,cotton
85,49,45,233,34,loamy,zaid,yes,cotton
16,39,94,98,22,clay,zaid,no,cotton
93,48,36,215,18,clay,rabi,no,wheat
56,89,50,196,18,clay,rabi,no,wheat
94,59,74,225,40,loamy,zaid,no,maize
29,34,55,207,31,sandy,zaid,yes,rice
48,86,66,231,25,sandy,kharif,yes,maize
91,89,96,215,19,clay,kharif,no,rice
93,63,44,177,39,sandy,rabi,yes,cotton
68,36,84,218,19,loamy,rabi,yes,maize
88,58,68,168,34,clay,zaid,yes,wheat
90,98,59,135,34,clay,kharif,yes,rice
76,14,32,242,16,sandy,zaid,yes,cotton
29,78,72,131,40,sandy,zaid,yes,wheat
84,95,62,198,21,loamy,zaid,no,cotton
32,96,72,105,36,loamy,zaid,no,cotton
24,48,38,59,33,clay,rabi,yes,sugarcane
84,55,79,86,26,clay,kharif,no,maize
82,20,43,212,16,sandy,kharif,yes,sugarcane
76,14,15,239,15,loamy,rabi,no,wheat
57,47,86,74,24,clay,kharif,yes,wheat
81,43,71,237,31,clay,kharif,no,wheat
50,89,35,198,25,loamy,rabi,no,rice
41,46,48,209,28,sandy,rabi,no,maize
28,91,38,178,31,loamy,rabi,yes,sugarcane
77,22,81,112,36,sandy,kharif,no,cotton
85,73,52,59,27,clay,rabi,no,maize
78,76,86,298,33,sandy,kharif,no,cotton
62,82,98,264,29,sandy,kharif,no,cotton
97,77,70,248,24,loamy,rabi,no,sugarcane
37,84,18,234,37,clay,rabi,no,maize
49,79,78,124,21,sandy,rabi,yes,cotton
100,89,64,69,21,clay,rabi,no,sugarcane
28,26,53,75,33,clay,rabi,yes,sugarcane
46,91,49,120,20,sandy,rabi,no,rice
45,40,59,173,27,sandy,kharif,yes,wheat
94,51,68,85,31,clay,zaid,yes,cotton
70,45,50,276,39,clay,zaid,no,wheat
61,97,66,138,24,loamy,rabi,yes,wheat
18,93,79,153,37,loamy,rabi,no,cotton
35,70,96,183,29,loamy,zaid,yes,rice
33,78,79,258,33,sandy,zaid,no,sugarcane
24,75,55,84,25,clay,zaid,no,sugarcane
35,45,100,199,25,sandy,zaid,no,cotton
30,23,82,149,29,sandy,kharif,no,sugarcane
53,82,68,208,24,clay,rabi,no,wheat
91,82,20,86,31,sandy,rabi,yes,maize
38,52,45,60,36,clay,kharif,yes,rice
97,82,88,106,34,loamy,zaid,no,maize
51,32,42,152,40,clay,kharif,yes,cotton
100,65,48,184,33,clay,rabi,yes,wheat
44,33,68,92,24,clay,zaid,no,cotton
75,75,24,282,21,sandy,zaid,yes,wheat
24,40,28,140,36,sandy,kharif,yes,cotton
89,78,14,255,21,clay,rabi,yes,rice
99,55,38,173,32,clay,kharif,yes,rice
81,49,64,229,17,loamy,kharif,yes,sugarcane
43,78,19,298,35,loamy,zaid,no,maize
11,53,58,250,38,sandy,rabi,no,sugarcane
51,61,32,250,15,loamy,rabi,no,rice
71,61,37,133,19,loamy,kharif,no,wheat
80,29,45,52,23,sandy,zaid,no,wheat
36,75,96,191,35,clay,zaid,yes,rice
45,19,77,236,38,clay,zaid,no,maize
46,95,95,96,16,sandy,kharif,no,rice
49,50,97,92,26,sandy,kharif,no,rice
23,61,70,85,34,sandy,rabi,no,wheat
80,74,18,70,23,loamy,rabi,yes,cotton
53,71,51,103,34,clay,rabi,no,rice
93,100,85,149,32,loamy,kharif,yes,maize
40,98,52,254,39,loamy,kharif,no,sugarcane
45,21,43,132,40,clay,zaid,yes,rice
99,71,67,78,17,loamy,kharif,no,sugarcane
75,89,74,98,28,clay,kharif,no,maize
24,57,100,107,40,sandy,kharif,yes,maize
13,54,83,56,39,sandy,rabi,no,rice
26,79,39,169,40,clay,rabi,no,sugarcane
96,84,40,108,30,sandy,zaid,yes,cotton
13,18,48,160,31,loamy,rabi,no,cotton
14,38,90,103,29,sandy,zaid,no,cotton
65,93,50,72,17,sandy,rabi,no,cotton
68,68,71,74,40,clay,kharif,yes,cotton
74,65,86,125,29,loamy,kharif,no,wheat
33,42,61,240,27,sandy,rabi,no,sugarcane
91,64,54,245,26,sandy,rabi,no,maize
89,48,90,243,29,sandy,rabi,yes,rice
90,16,77,56,32,clay,zaid,no,maize
27,30,78,179,22,loamy,rabi,yes,cotton
80,17,24,65,40,sandy,zaid,no,wheat
52,81,65,116,30,loamy,kharif,no,maize
43,92,83,192,23,sandy,rabi,yes,rice
85,62,82,290,33,sandy,zaid,no,wheat
94,39,39,185,30,clay,zaid,yes,sugarcane
71,56,77,198,17,loamy,kharif,yes,maize
67,27,48,134,31,loamy,zaid,yes,wheat
80,48,76,197,21,clay,zaid,yes,sugarcane
45,76,53,89,25,clay,rabi,no,rice
64,93,31,93,33,clay,kharif,no,maize
79,87,69,68,34,clay,zaid,no,wheat
17,14,28,155,26,loamy,zaid,yes,wheat
83,52,70,205,39,loamy,rabi,yes,rice
33,23,74,296,37,clay,kharif,no,cotton
23,47,19,58,38,sandy,zaid,no,sugarcane
32,14,17,81,24,sandy,zaid,yes,cotton
95,39,95,64,18,loamy,rabi,no,wheat
56,71,80,69,30,sandy,zaid,yes,maize
20,53,13,119,40,loamy,kharif,yes,sugarcane
83,23,82,102,17,sandy,rabi,yes,sugarcane
61,74,55,278,23,loamy,kharif,yes,maize
79,76,15,244,31,loamy,rabi,yes,maize
65,89,87,72,20,sandy,kharif,no,maize
80,69,14,187,19,loamy,rabi,yes,maize
52,51,73,205,18,clay,zaid,yes,cotton
22,67,95,206,29,clay,rabi,yes,maize
20,85,53,244,40,sandy,zaid,no,wheat
48,50,49,224,20,clay,rabi,yes,rice
72,14,31,60,17,loamy,zaid,yes,cotton
24,67,10,165,31,sandy,rabi,no,sugarcane
15,68,18,239,23,loamy,kharif,yes,cotton
43,59,86,64,17,clay,kharif,yes,maize
15,41,97,79,21,sandy,kharif,no,sugarcane
84,69,21,195,21,loamy,zaid,no,sugarcane
26,92,52,257,17,sandy,kharif,no,wheat
62,39,72,167,20,sandy,kharif,no,sugarcane
43,52,93,151,29,loamy,rabi,no,maize
67,92,41,213,40,loamy,rabi,no,wheat
27,93,55,178,40,loamy,rabi,no,sugarcane
65,97,63,275,24,loamy,rabi,no,wheat
11,69,57,275,26,sandy,zaid,no,sugarcane
39,91,87,261,17,sandy,zaid,yes,sugarcane
27,33,75,159,26,loamy,zaid,yes,cotton
75,64,63,242,36,sandy,zaid,yes,wheat
39,55,28,164,23,sandy,kharif,no,rice
86,64,61,201,24,sandy,zaid,no,maize
99,27,71,169,31,loamy,zaid,no,wheat
67,62,25,266,18,clay,kharif,no,maize
42,95,37,258,38,clay,rabi,no,rice
93,31,96,138,22,sandy,zaid,yes,sugarcane
36,100,44,196,40,sandy,kharif,yes,maize
94,19,40,92,27,loamy,kharif,yes,wheat
43,51,67,223,16,loamy,rabi,no,maize
85,40,68,102,21,sandy,rabi,yes,rice
33,58,34,116,24,clay,rabi,yes,sugarcane
80,88,47,208,18,clay,zaid,no,wheat
30,73,54,161,40,loamy,kharif,yes,wheat
26,10,66,185,36,loamy,kharif,no,rice
86,34,71,168,16,sandy,rabi,yes,cotton
73,17,47,77,21,loamy,zaid,yes,wheat
39,23,86,71,27,clay,kharif,no,wheat
95,63,31,233,30,clay,kharif,no,sugarcane
84,90,22,158,36,loamy,rabi,no,maize
82,70,93,50,40,sandy,kharif,no,sugarcane
46,14,95,85,26,loamy,kharif,no,maize
61,15,64,185,22,clay,kharif,yes,rice
50,17,86,242,30,loamy,kharif,yes,sugarcane
60,23,86,192,18,sandy,kharif,yes,sugarcane
27,29,91,287,29,loamy,kharif,yes,wheat
10,19,85,221,27,clay,rabi,yes,rice
35,32,15,192,25,clay,zaid,no,maize
99,53,61,84,28,loamy,kharif,no,sugarcane
80,85,45,154,34,sandy,kharif,no,wheat
38,28,33,202,37,clay,zaid,no,sugarcane
57,16,79,94,24,clay,rabi,no,maize
90,81,58,63,37,loamy,rabi,yes,cotton
12,75,53,150,27,loamy,rabi,yes,wheat
92,18,43,120,20,loamy,zaid,yes,wheat
48,64,34,187,16,sandy,kharif,yes,wheat
91,13,100,52,24,loamy,zaid,yes,wheat
35,49,39,222,34,clay,zaid,yes,wheat
14,79,75,124,15,clay,zaid,yes,maize
36,27,27,194,32,loamy,zaid,no,sugarcane
15,67,90,94,20,clay,rabi,no,cotton
82,82,85,99,25,loamy,rabi,yes,rice
80,82,87,119,16,clay,kharif,no,rice
17,55,84,132,37,loamy,zaid,yes,rice
34,65,90,167,21,sandy,rabi,no,cotton
17,69,39,63,17,loamy,kharif,yes,cotton
22,21,61,129,24,sandy,zaid,no,cotton
98,81,76,126,23,clay,zaid,yes,rice
75,23,39,95,19,clay,kharif,no,rice
19,66,34,234,26,sandy,zaid,no,cotton
52,82,46,160,34,loamy,zaid,yes,wheat
28,91,78,67,28,sandy,kharif,no,wheat
33,80,23,126,29,sandy,kharif,yes,wheat
83,82,82,156,35,clay,kharif,no,rice
95,52,16,190,29,sandy,zaid,yes,maize
87,85,64,174,26,sandy,kharif,no,sugarcane
49,32,70,192,27,sandy,zaid,no,rice
69,54,42,257,19,loamy,zaid,yes,rice
88,38,28,234,32,loamy,rabi,no,cotton
59,72,37,97,21,loamy,zaid,no,wheat
95,74,22,51,26,sandy,kharif,no,rice
46,72,81,275,21,sandy,kharif,no,wheat
45,50,91,270,36,clay,rabi,yes,cotton
91,61,52,263,27,sandy,zaid,yes,cotton
87,82,27,72,28,loamy,rabi,no,sugarcane
65,95,85,293,28,loamy,rabi,no,rice
63,22,10,103,30,clay,kharif,no,maize
34,26,46,124,39,sandy,zaid,yes,rice
84,69,33,293,19,loamy,rabi,no,sugarcane
87,68,12,184,38,loamy,rabi,yes,wheat
35,23,55,127,15,loamy,zaid,no,sugarcane
72,84,23,59,25,clay,zaid,no,cotton
78,87,68,183,25,clay,zaid,no,cotton
97,95,99,202,25,clay,rabi,yes,rice
82,20,75,88,31,loamy,kharif,no,rice
31,24,63,190,32,loamy,rabi,no,wheat
55,59,95,73,37,loamy,rabi,yes,rice
33,81,19,257,26,clay,zaid,yes,rice
26,34,97,280,31,loamy,kharif,yes,maize
31,67,27,110,16,sandy,zaid,no,sugarcane
100,93,84,284,23,loamy,zaid,yes,cotton
47,83,11,249,40,loamy,kharif,yes,maize
56,81,64,269,34,sandy,kharif,yes,sugarcane
65,72,100,242,25,sandy,zaid,yes,maize
69,67,29,132,33,loamy,zaid,yes,cotton
47,46,89,112,21,sandy,zaid,yes,cotton
13,12,29,279,24,sandy,kharif,yes,cotton
18,81,10,68,33,clay,kharif,no,wheat
34,83,34,163,31,loamy,kharif,yes,maize
51,25,65,182,31,clay,zaid,no,wheat
63,39,62,278,40,clay,zaid,yes,maize
78,71,82,224,15,loamy,rabi,yes,maize
24,45,54,222,17,loamy,zaid,yes,cotton
74,79,63,238,15,loamy,kharif,no,sugarcane
88,80,17,295,30,loamy,kharif,yes,sugarcane
23,61,42,58,17,loamy,rabi,yes,cotton
40,49,88,99,35,sandy,zaid,no,maize
89,37,83,103,39,clay,zaid,no,maize
61,19,99,190,22,loamy,kharif,no,sugarcane
32,58,14,155,38,loamy,kharif,yes,rice
95,19,27,243,16,loamy,rabi,yes,rice
67,25,33,252,39,loamy,zaid,yes,wheat
23,37,10,239,29,loamy,zaid,yes,maize
26,53,42,182,30,sandy,kharif,yes,wheat
59,48,60,121,19,sandy,kharif,yes,maize
97,69,88,160,23,sandy,zaid,no,rice
85,42,50,117,22,clay,zaid,no,maize
86,76,95,213,33,clay,kharif,yes,rice
70,18,63,163,36,loamy,zaid,yes,maize
95,63,88,168,35,sandy,zaid,no,maize
48,70,30,132,22,sandy,kharif,no,maize
87,73,56,239,17,loamy,rabi,yes,rice
18,55,28,239,26,sandy,zaid,yes,sugarcane
40,18,92,229,29,clay,zaid,yes,sugarcane
25,22,84,169,21,loamy,zaid,no,cotton
50,83,51,174,15,clay,rabi,no,wheat
71,82,91,61,29,loamy,zaid,no,rice
85,92,48,281,39,clay,kharif,no,cotton
79,83,90,169,34,loamy,rabi,no,cotton
26,52,78,208,28,loamy,rabi,no,rice
65,23,95,198,37,clay,rabi,yes,wheat
96,22,64,107,22,loamy,zaid,yes,maize
33,67,36,197,32,sandy,kharif,no,maize
75,100,57,202,30,loamy,zaid,yes,rice
25,22,54,108,26,clay,kharif,yes,maize
90,69,43,81,18,clay,zaid,no,sugarcane
18,82,19,261,40,sandy,zaid,no,wheat
80,65,84,205,26,clay,rabi,no,maize
11,83,44,68,34,sandy,rabi,yes,sugarcane
44,68,57,243,33,loamy,zaid,yes,rice
12,28,42,260,36,sandy,zaid,yes,wheat
15,59,48,274,23,sandy,kharif,no,maize
64,77,66,298,29,clay,rabi,no,rice
64,38,44,268,27,loamy,rabi,yes,wheat
70,79,24,265,28,loamy,zaid,yes,rice
71,74,99,128,32,loamy,rabi,no,sugarcane
84,49,66,210,20,sandy,kharif,yes,cotton
51,97,91,293,39,sandy,rabi,no,maize
62,79,36,159,34,sandy,zaid,no,rice
91,12,79,157,31,clay,kharif,no,cotton
26,26,50,81,21,sandy,rabi,yes,rice
42,18,53,143,24,loamy,zaid,no,wheat
88,83,71,134,24,clay,zaid,no,wheat
40,34,24,185,38,clay,zaid,no,maize
32,35,27,76,16,clay,rabi,yes,rice
72,43,17,178,30,sandy,rabi,no,rice
22,31,64,80,37,sandy,zaid,no,cotton
20,94,32,214,28,sandy,rabi,yes,rice
87,61,56,164,40,loamy,kharif,no,rice
26,18,100,225,20,loamy,kharif,no,cotton
77,93,50,56,31,loamy,kharif,no,cotton
45,71,38,292,33,sandy,zaid,yes,wheat
19,68,42,139,20,sandy,kharif,yes,sugarcane
81,99,53,241,26,clay,zaid,no,rice
54,30,79,300,18,clay,kharif,yes,maize
93,69,13,236,37,loamy,kharif,no,cotton
68,100,99,239,28,loamy,kharif,no,sugarcane
34,77,18,92,24,loamy,zaid,yes,wheat
13,80,98,284,17,loamy,zaid,yes,cotton
81,74,70,78,22,clay,rabi,yes,rice
82,51,73,221,38,sandy,kharif,yes,sugarcane
32,16,72,188,28,loamy,zaid,yes,wheat
22,45,92,191,39,clay,rabi,no,rice
96,84,17,147,16,clay,kharif,no,rice
42,55,42,165,21,sandy,kharif,yes,cotton
23,29,19,193,37,loamy,kharif,yes,maize
20,37,69,87,39,loamy,rabi,no,wheat
40,98,16,201,38,clay,rabi,no,sugarcane
87,72,97,255,18,sandy,kharif,no,maize
31,55,99,140,36,loamy,kharif,no,rice
100,18,62,138,16,clay,rabi,yes,rice
93,55,87,215,23,clay,rabi,no,maize
50,87,60,245,25,clay,rabi,no,cotton
28,60,82,233,34,loamy,zaid,no,maize
91,47,40,275,31,clay,zaid,yes,rice
10,99,89,112,39,sandy,zaid,no,wheat
38,38,28,158,17,clay,zaid,no,wheat
72,12,52,290,25,sandy,rabi,yes,sugarcane
51,64,44,203,29,clay,rabi,no,rice
78,97,75,223,28,sandy,rabi,yes,wheat
33,69,48,226,34,sandy,rabi,no,maize
16,23,84,270,39,clay,kharif,no,maize
87,76,48,217,31,loamy,rabi,no,cotton
56,44,95,227,21,sandy,kharif,no,maize
48,61,90,172,16,clay,kharif,yes,wheat
78,30,45,151,39,clay,kharif,no,sugarcane
30,33,77,152,15,sandy,kharif,yes,maize
17,14,61,86,21,clay,zaid,no,rice
21,23,86,199,31,sandy,kharif,no,maize
54,69,45,200,31,sandy,rabi,yes,sugarcane
86,90,50,272,34,sandy,kharif,no,sugarcane
58,93,77,83,24,loamy,rabi,yes,maize
71,18,20,199,23,sandy,kharif,no,sugarcane
62,80,28,144,31,loamy,zaid,no,rice
91,48,62,156,35,sandy,kharif,no,wheat
96,52,80,163,19,loamy,zaid,no,sugarcane
49,80,74,87,33,clay,rabi,no,maize
39,56,19,166,15,clay,kharif,yes,sugarcane
60,30,79,249,40,loamy,kharif,no,rice
18,89,17,251,34,loamy,zaid,no,wheat
62,68,52,217,22,clay,zaid,no,rice
95,58,47,192,19,loamy,rabi,yes,cotton
29,22,30,104,26,sandy,kharif,no,wheat
26,78,87,70,40,sandy,zaid,yes,wheat
87,63,22,300,36,loamy,zaid,yes,maize
78,23,29,268,28,loamy,kharif,yes,cotton
